title,property,value
NCWAP 2015 Management Practices Priority 328,Has Species,Peregrine Falcon
NCWAP 2015 Management Practices Priority 328,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 328,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 328,Has Text,"Maintain biologically significant areas, including [[Peregrine Falcon]] nesting areas, reptile den sites, and significant salamander occurrences."
NCWAP 2015 Management Practices Priority 328,Has NCWAP15 Index,4.4.8
NCWAP 2015 Management Practices Priority 328,Has Habitat,"Low Elevation Flatrocks, Cliffs, and Rock Outcrops"
NCWAP 2015 Management Practices Priority 329,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 329,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 329,Has Text,"Assign appropriate management schemes to rock outcrops on conservation lands to minimize negative impacts from human activities, including recreational use and development."
NCWAP 2015 Management Practices Priority 329,Has NCWAP15 Index,4.4.8
NCWAP 2015 Management Practices Priority 329,Has Habitat,"Low Elevation Flatrocks, Cliffs, and Rock Outcrops"
NCWAP 2015 Management Practices Priority 338,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 338,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 338,Has Text,Initiate a prescribed fire regime to prevent invasive plants and prevent habitat conversion.
NCWAP 2015 Management Practices Priority 338,Has NCWAP15 Index,4.4.5
NCWAP 2015 Management Practices Priority 338,Has Habitat,Mafic Glades and Barrrens
NCWAP 2015 Management Practices Priority 339,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 339,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 339,Has Text,Protect this habitat through active management to remove invasive species.
NCWAP 2015 Management Practices Priority 339,Has NCWAP15 Index,4.4.5
NCWAP 2015 Management Practices Priority 339,Has Habitat,Mafic Glades and Barrrens
NCWAP 2015 Management Practices Priority 355,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 355,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 355,Has Text,"Where possible, remove or exclude feral animals. Exclosure plots and electric fences should be considered as methods to prevent grazing or trampling (Porter et al. 2014)."
NCWAP 2015 Management Practices Priority 355,Has NCWAP15 Index,4.4.14
NCWAP 2015 Management Practices Priority 355,Has Habitat,Maritime Forests
NCWAP 2015 Management Practices Priority 356,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 356,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 356,Has Text,Control the number of feral horses and contain populations of free roaming horses to reduce habitat damage (Porter et al. 2014).
NCWAP 2015 Management Practices Priority 356,Has NCWAP15 Index,4.4.14
NCWAP 2015 Management Practices Priority 356,Has Habitat,Maritime Forests
NCWAP 2015 Management Practices Priority 372,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 372,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 372,Has Text,"Although protected by law in North Carolina, feral horse herds should be restricted from some areas where they currently roam free. Such restriction would be particularly beneficial at Shackleford Banks and Currictuck National Wildlife Refuge (Porter et al. 2014). Fence off portions of barrier islands where feral horses still occur to allow recovery of maritime grassland communities."
NCWAP 2015 Management Practices Priority 372,Has NCWAP15 Index,4.4.15
NCWAP 2015 Management Practices Priority 372,Has Habitat,Maritime Grasslands
NCWAP 2015 Management Practices Priority 373,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 373,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 373,Has Text,"Where sand supply is abundant and substrate is appropriate, restore overwash processes that carry sand from the seaward to the landward side of an island and may allow landward migration and improve prospects for survival."
NCWAP 2015 Management Practices Priority 373,Has NCWAP15 Index,4.4.15
NCWAP 2015 Management Practices Priority 373,Has Habitat,Maritime Grasslands
NCWAP 2015 Management Practices Priority 374,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 374,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 374,Has Text,Collect seeds of the rarest plant species associated with maritime grasslands (especially annual species) to protect genetic diversity and maintain a source of local material that can be used to reestablish populations if species are extirpated or severely impacted within North Carolina.
NCWAP 2015 Management Practices Priority 374,Has NCWAP15 Index,4.4.15
NCWAP 2015 Management Practices Priority 374,Has Habitat,Maritime Grasslands
NCWAP 2015 Management Practices Priority 375,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 375,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 375,Has Text,"Control predators (not limited to exotic species) through education efforts, trapping, or other means to increase sea turtle and beach-nesting bird reproductive success."
NCWAP 2015 Management Practices Priority 375,Has NCWAP15 Index,4.4.15
NCWAP 2015 Management Practices Priority 375,Has Habitat,Maritime Grasslands
NCWAP 2015 Management Practices Priority 376,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 376,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 376,Has Text,"Make efforts to address beach lighting, sand fencing, sand pushing, and beach stabilization issues so that sea turtles have a better chance for nesting success."
NCWAP 2015 Management Practices Priority 376,Has NCWAP15 Index,4.4.15
NCWAP 2015 Management Practices Priority 376,Has Habitat,Maritime Grasslands
NCWAP 2015 Management Practices Priority 377,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 377,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 377,Has Text,Continue the use of bird decoys and sound broadcasts to attract colonial nesting birds to better nesting sites.
NCWAP 2015 Management Practices Priority 377,Has NCWAP15 Index,4.4.15
NCWAP 2015 Management Practices Priority 377,Has Habitat,Maritime Grasslands
NCWAP 2015 Management Practices Priority 378,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 378,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 378,Has Text,"Continue coordination to influence where dredged material is placed to be most beneficial/least detrimental to beach-nesting birds, foraging shorebirds, and sea turtles."
NCWAP 2015 Management Practices Priority 378,Has NCWAP15 Index,4.4.15
NCWAP 2015 Management Practices Priority 378,Has Habitat,Maritime Grasslands
NCWAP 2015 Management Practices Priority 379,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 379,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 379,Has Text,"Reduce disturbance from off-road vehicles, people, and their pets on coastal beach and dune systems. Continued support for and enhanced coordination among coastal management agencies regarding existing restrictions and programs aimed at regulating beach activities is also critical."
NCWAP 2015 Management Practices Priority 379,Has NCWAP15 Index,4.4.15
NCWAP 2015 Management Practices Priority 379,Has Habitat,Maritime Grasslands
NCWAP 2015 Management Practices Priority 388,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 388,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 388,Has Text,"Maintain connections between habitatblocks, not only to allow adjustments in range in response to climate change, but to maintain population resilience and adaptability more generally."
NCWAP 2015 Management Practices Priority 388,Has NCWAP15 Index,4.2.9
NCWAP 2015 Management Practices Priority 388,Has Habitat,Medium River Systems
NCWAP 2015 Management Practices Priority 389,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 389,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 389,Has Text,Create transportation facilities that utilize longer bridges at streams and wetlands to minimize impacts (and thereby reduce mitigation requirements) and provide crossing options for wildlife that often travel riparian corridors and disperse to upland communities.
NCWAP 2015 Management Practices Priority 389,Has NCWAP15 Index,4.2.9
NCWAP 2015 Management Practices Priority 389,Has Habitat,Medium River Systems
NCWAP 2015 Management Practices Priority 389,Has NCWAP15 Index,4.4.9
NCWAP 2015 Management Practices Priority 389,Has Habitat,Mesic Forests
NCWAP 2015 Management Practices Priority 390,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 390,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 390,Has Text,"For protected and unprotected sites, control the exotic plants that are present or may potentially invade."
NCWAP 2015 Management Practices Priority 390,Has NCWAP15 Index,4.2.9
NCWAP 2015 Management Practices Priority 390,Has Habitat,Medium River Systems
NCWAP 2015 Management Practices Priority 401,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 401,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 401,Has Text,"Maintain connections between habitat blocks, not only to allow adjustments in range in response to climate change, but to maintain population resilience and adaptability more generally."
NCWAP 2015 Management Practices Priority 401,Has NCWAP15 Index,4.4.9
NCWAP 2015 Management Practices Priority 401,Has Habitat,Mesic Forests
NCWAP 2015 Management Practices Priority 418,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 418,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 418,Has Text,"Restore highly degraded stands; options include clear cutting and managing succession to control invasive species (i.e., ecological forestry)."
NCWAP 2015 Management Practices Priority 418,Has NCWAP15 Index,4.4.12
NCWAP 2015 Management Practices Priority 418,Has Habitat,Montane Oak Forests
NCWAP 2015 Management Practices Priority 419,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 419,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 419,Has Text,"Foster efforts to understand and implement appropriate management techniques (e.g., prescribed fire or thinning) for the benefit of the broadest array of oak forest-dependent wildlife, while taking into account specific needs of wildlife with more restrictive requirements (Artman and Downhower 2003; Ford et al. 2000)."
NCWAP 2015 Management Practices Priority 419,Has NCWAP15 Index,4.4.12
NCWAP 2015 Management Practices Priority 419,Has Habitat,Montane Oak Forests
NCWAP 2015 Management Practices Priority 42,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 42,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 42,Has Text,Expand hatchery facilities to increase capacity for propagation of priority and nongame species.
NCWAP 2015 Management Practices Priority 42,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 42,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 420,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 420,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 420,Has Text,"Manage the existing conservation lands, including the use of prescribed burning to diversify structure and composition of forest understory, and other silvicultural techniques to promote regeneration. This provides an array of age class and structural composition, and promotes long-term economic sustainability of montane oak forests."
NCWAP 2015 Management Practices Priority 420,Has NCWAP15 Index,4.4.12
NCWAP 2015 Management Practices Priority 420,Has Habitat,Montane Oak Forests
NCWAP 2015 Management Practices Priority 43,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 43,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 43,Has Text,"Ensure that management of riverine habitats promotes the natural evolution and movement of woody and rocky structures and natural processes like bank dynamics, channel meanders, and flood regimes."
NCWAP 2015 Management Practices Priority 43,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 43,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 434,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 434,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 434,Has Text,Reintroduction of fire to unconverted nonalluvial mineral wetland sites is the single most important factor to restore these sites.
NCWAP 2015 Management Practices Priority 434,Has NCWAP15 Index,4.3.7
NCWAP 2015 Management Practices Priority 434,Has Habitat,Nonalluvial Mineral Wetlands
NCWAP 2015 Management Practices Priority 435,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 435,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 435,Has Text,Plowed firelines along transition zones between habitats should be rehabilitated (smoothed over) where possible. New firelines should be constructed when necessary. These areas should be maintained as a permanent narrow opening by discing with a tractor or by wetting with water or foam prior to a burn.
NCWAP 2015 Management Practices Priority 435,Has NCWAP15 Index,4.3.7
NCWAP 2015 Management Practices Priority 435,Has Habitat,Nonalluvial Mineral Wetlands
NCWAP 2015 Management Practices Priority 436,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 436,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 436,Has Text,Control tide water penetration and saltwater intrusion with tide gates where feasible.
NCWAP 2015 Management Practices Priority 436,Has NCWAP15 Index,4.3.7
NCWAP 2015 Management Practices Priority 436,Has Habitat,Nonalluvial Mineral Wetlands
NCWAP 2015 Management Practices Priority 437,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 437,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 437,Has Text,"Where fire cannot be introduced back into the site for smoke management or other reasons, the use of a hydro-ax or other chipping machinery should be considered to control midstory."
NCWAP 2015 Management Practices Priority 437,Has NCWAP15 Index,4.3.7
NCWAP 2015 Management Practices Priority 437,Has Habitat,Nonalluvial Mineral Wetlands
NCWAP 2015 Management Practices Priority 44,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 44,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 44,Has Text,"Implement and support use of agriculture and forestry Best Management Practices (BMPs) to control stormwater runoff. Structures such as bioretention cells (i.e., rain gardens), cisterns, permeable pavement, runnels, vegetated swales, and filter strips can be used in various ways as stormwater BMPs."
NCWAP 2015 Management Practices Priority 44,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 44,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 45,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 45,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 45,Has Text,"Support fencing livestock out of streams as a measure to protect riparian vegetation, maintain bank stability, and reduce nutrient inputs to the aquatic system."
NCWAP 2015 Management Practices Priority 45,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 45,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 451,Has Species,Golden-winged Warbler
NCWAP 2015 Management Practices Priority 451,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 451,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 451,Has Text,"Consider and implement silvicultural management at appropriate locations to enhance understory development, provide regeneration and habitat for disturbance-dependent species or early successional species, such as [[Golden-winged Warbler]], and enhance mature forest conditions in young to middle-aged pure stands."
NCWAP 2015 Management Practices Priority 451,Has NCWAP15 Index,4.4.3
NCWAP 2015 Management Practices Priority 451,Has Habitat,Northern Hardwood Forests
NCWAP 2015 Management Practices Priority 452,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 452,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 452,Has Text,"Expand management of existing northern hardwood forests and adjacent habitats (particularly spruce–fir forests) to ensure the complete mix of age class, composition, and conditions necessary to sustain populations of a wide range of species that utilize this community."
NCWAP 2015 Management Practices Priority 452,Has NCWAP15 Index,4.4.3
NCWAP 2015 Management Practices Priority 452,Has Habitat,Northern Hardwood Forests
NCWAP 2015 Management Practices Priority 46,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 46,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 46,Has Text,Reduce impervious surfaces as one measure to control runoff and erosion. Research has shown that impervious levels of 8%–12% represent a threshold where small changes in urganization can cause major changes in stream condition (Wang et al. 2001). There are also many BMPs that may be alternatives to reduce runoff. Encourage use of pervious paving materials where feasible.
NCWAP 2015 Management Practices Priority 46,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 46,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 463,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 463,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 463,Has Text,Create transportation facilities that utilize longer bridges at streams and wetlands to minimize impacts (and thereby reduce mitigation requirements) and provide crossing options for wildlife that often travel these riparian corridors and disperse to upland communities.
NCWAP 2015 Management Practices Priority 463,Has NCWAP15 Index,4.4.11
NCWAP 2015 Management Practices Priority 463,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
NCWAP 2015 Management Practices Priority 464,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 464,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 464,Has Text,"Work with adjacent states on mutual planning and conservation for regional species concerns, especially since some priority species are likely to expand their range due to climate change impacts."
NCWAP 2015 Management Practices Priority 464,Has NCWAP15 Index,4.4.11
NCWAP 2015 Management Practices Priority 464,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
NCWAP 2015 Management Practices Priority 465,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 465,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 465,Has Text,"Control invasive species in the short run, while populations are relatively limited and small, to prevent greater damage by them in the future."
NCWAP 2015 Management Practices Priority 465,Has NCWAP15 Index,4.4.11
NCWAP 2015 Management Practices Priority 465,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
NCWAP 2015 Management Practices Priority 466,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 466,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 466,Has Text,Use infrequent prescribed fire and canopy gap management to improve forest structural heterogeneity (frequent fire will limit shrub and understory development necessary to breeding bird species).
NCWAP 2015 Management Practices Priority 466,Has NCWAP15 Index,4.4.11
NCWAP 2015 Management Practices Priority 466,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
NCWAP 2015 Management Practices Priority 467,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 467,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 467,Has Text,"Manage and protect mixed hardwoods/pine to promote future large, unfragmented tracts. This is especially important for amphibians, reptiles, small mammals, and bats."
NCWAP 2015 Management Practices Priority 467,Has NCWAP15 Index,4.4.11
NCWAP 2015 Management Practices Priority 467,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
NCWAP 2015 Management Practices Priority 468,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 468,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 468,Has Text,Target invasive and exotic species control at ecologically sensitive areas and at new and potentially manageable outbreaks.
NCWAP 2015 Management Practices Priority 468,Has NCWAP15 Index,4.4.11
NCWAP 2015 Management Practices Priority 468,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
NCWAP 2015 Management Practices Priority 47,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 47,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 47,Has Text,Initiate a drought management program that modifies discharge permits when base flow conditions decrease and the 7Q10 is lowered.
NCWAP 2015 Management Practices Priority 47,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 47,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 48,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 48,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 48,Has Text,"Augment in-stream habitat to enhance its structural complexity to increase fish community abundance, biomass, and diversity (Hrodey and Sutton 2008)."
NCWAP 2015 Management Practices Priority 48,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 48,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 481,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 481,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 481,Has Text,"Restore hydrology by reversing the effects of artificial drainage, as this is probably the most important action to protect pocosins."
NCWAP 2015 Management Practices Priority 481,Has NCWAP15 Index,4.3.8
NCWAP 2015 Management Practices Priority 481,Has Habitat,Pocosins
NCWAP 2015 Management Practices Priority 482,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 482,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 482,Has Text,"Institute a prescribed fire regime, especially on conserved lands. Burning can often be accomplished on uplands without the use of fire-lines in transition zones between upland sites and pocosin habitats (especially in winter). This promotes a healthy transition zone between the two habitats that is critical for many plant species and allows for nutrient flow to some pocosin habitats."
NCWAP 2015 Management Practices Priority 482,Has NCWAP15 Index,4.3.8
NCWAP 2015 Management Practices Priority 482,Has Habitat,Pocosins
NCWAP 2015 Management Practices Priority 49,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 49,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 49,Has Text,"Preserve or restore riparian vegetation to maintain stable streambanks and dissipate water runoff energy, which allows for sediment deposition."
NCWAP 2015 Management Practices Priority 49,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 49,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 495,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 495,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 495,Has Text,Maintain natural shoreline vegetation and the structure of adjacent terrestrial habitats if possible (many wetland-related amphibian and reptile species rely on both aquatic and drier upland sites for their life history and seasonal migrations).
NCWAP 2015 Management Practices Priority 495,Has NCWAP15 Index,4.2.13
NCWAP 2015 Management Practices Priority 495,Has Habitat,Reservoirs and Impoundments
NCWAP 2015 Management Practices Priority 496,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 496,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 496,Has Text,"Retain or create snags, logs, rocks, and other structures used by basking reptiles."
NCWAP 2015 Management Practices Priority 496,Has NCWAP15 Index,4.2.13
NCWAP 2015 Management Practices Priority 496,Has Habitat,Reservoirs and Impoundments
NCWAP 2015 Management Practices Priority 497,Has Species,Bald Eagle
NCWAP 2015 Management Practices Priority 497,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 497,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 497,Has Text,Reduce disturbance and development along raceways and near [[Bald Eagle]] nest trees.
NCWAP 2015 Management Practices Priority 497,Has NCWAP15 Index,4.2.13
NCWAP 2015 Management Practices Priority 497,Has Habitat,Reservoirs and Impoundments
NCWAP 2015 Management Practices Priority 498,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 498,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 498,Has Text,"Identify invasive and exotic species, their impacts on native wildlife, and practical methods for removal or control."
NCWAP 2015 Management Practices Priority 498,Has NCWAP15 Index,4.2.13
NCWAP 2015 Management Practices Priority 498,Has Habitat,Reservoirs and Impoundments
NCWAP 2015 Management Practices Priority 499,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 499,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 499,Has Text,Plant native vegetation where appropriate to provide aquatic and terrestrial habitatand to reduce erosion and sedimentation.
NCWAP 2015 Management Practices Priority 499,Has NCWAP15 Index,4.2.13
NCWAP 2015 Management Practices Priority 499,Has Habitat,Reservoirs and Impoundments
NCWAP 2015 Management Practices Priority 50,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 50,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 50,Has Text,"In managed rivers, restore stream flows that promote controlled overbank flows and hydrological connectivity between the river and the floodplain."
NCWAP 2015 Management Practices Priority 50,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 50,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 508,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 508,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 508,Has Text,"Minimize the negative effects on beach ecology from beach renourishment projects by following a set of BMPs that include proper sediment choice, timing, spatial implementation, site-based design, ecological monitoring, and minimizing conflicts of interest"
NCWAP 2015 Management Practices Priority 508,Has NCWAP15 Index,4.4.16
NCWAP 2015 Management Practices Priority 508,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
NCWAP 2015 Management Practices Priority 509,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 509,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 509,Has Text,Break large renourishment projects into smaller project zones in order to minimize impacts of direct burial to turtle nests. Intersperse project zones with untouched beach to facilitate recolonization of invertebrate fauna (Speybroeck et al. 2006).
NCWAP 2015 Management Practices Priority 509,Has NCWAP15 Index,4.4.16
NCWAP 2015 Management Practices Priority 509,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
NCWAP 2015 Management Practices Priority 51,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 51,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 51,Has Text,Update flood maps as required by changes in flood patterns (frequency and duration) and flooded lands to ensure protection of life and property (Band and Salvesen 2009).
NCWAP 2015 Management Practices Priority 51,Has NCWAP15 Index,4.2.2
NCWAP 2015 Management Practices Priority 51,Has Habitat,Category:Aquatic Communities
NCWAP 2015 Management Practices Priority 510,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 510,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 510,Has Text,"Complete renourishment projects before the start of the warm season to improve chances of invertebrate recolonization. Project implementation should be avoided at times that coincide with critical life stages of sensitive species, such as beach-nesting turtles or piping plover nesting seasons (Speybroeck et al. 2006)."
NCWAP 2015 Management Practices Priority 510,Has NCWAP15 Index,4.4.16
NCWAP 2015 Management Practices Priority 510,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
NCWAP 2015 Management Practices Priority 511,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 511,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 511,Has Text,"Although protected by law in North Carolina, feral horse herds should be restricted from some areas where they currently roam free. Such restriction would be particularly beneficial at Shackleford Banks and Currituck National Wildlife Refuge (Porter et al. 2014). Use exclosures to fence off portions of barrier islands where feral horses still occur, allowing recovery of maritime grassland communities."
NCWAP 2015 Management Practices Priority 511,Has NCWAP15 Index,4.4.16
NCWAP 2015 Management Practices Priority 511,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
NCWAP 2015 Management Practices Priority 519,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 519,Has Priority Type,Management Practices Priority
NCWAP 2015 Management Practices Priority 519,Has Text,Seek opportunities to restore canebreak communities through controlled burning or other management strategies.
NCWAP 2015 Management Practices Priority 519,Has NCWAP15 Index,4.2.8
NCWAP 2015 Management Practices Priority 519,Has Habitat,Small River Systems/Large Creeks
NCWAP 2015 Management Practices Priority 52,Has Plan,North Carolina Wildlife Action Plan 2015
NCWAP 2015 Management Practices Priority 52,Has Priority Type,Management Practices Priority
